Full_Name,Team,Position,Overall,Madden_Year
Lance Dunbar,DAL,HB,65,2014
Dan Bailey,DAL,K,83,2014
Tyrone Crawford,DAL,LE,72,2014
Anthony Spencer,DAL,LE,89,2014
Ronald Leary,DAL,LG,62,2014
Nate Livings,DAL,LG,78,2014
Caleb McSurdy,DAL,LOLB,58,2014
Justin Durant,DAL,LOLB,81,2014
Alex Albright,DAL,LOLB,63,2014
Tyron Smith,DAL,LT,87,2014
Darrion Weems,DAL,LT,60,2014
Sean Lee,DAL,MLB,90,2014
Cameron Sheffield,DAL,MLB,63,2014
Chris Jones,DAL,P,67,2014
Tony Romo,DAL,QB,88,2014
Kyle Orton,DAL,QB,77,2014
DeMarcus Ware,DAL,RE,94,2014
DeVonte Holloman,DAL,RE,64,2014
Kyle Wilber,DAL,RE,71,2014
Ray Dominguez,DAL,RG,64,2014
David Arkin,DAL,RG,69,2014
Mackenzy Bernadeau,DAL,RG,76,2014
Bruce Carter,DAL,ROLB,81,2014
Ernie Sims,DAL,ROLB,71,2014
Doug Free,DAL,RT,77,2014
Jermey Parnell,DAL,RT,76,2014
Barry Church,DAL,SS,75,2014
Danny McCray,DAL,SS,66,2014
Eric Frampton,DAL,SS,67,2014
Micah Pellerin,DAL,SS,51,2014
Will Allen,DAL,SS,69,2014
Jason Witten,DAL,TE,96,2014
James Hanna,DAL,TE,72,2014
Gavin Escobar,DAL,TE,72,2014
Colin Cochart,DAL,TE,69,2014
Andre Smith,DAL,TE,68,2014
L.P. Ladouceur,DAL,TE,52,2014
Tim Benford,DAL,WR,60,2014
Dwayne Harris,DAL,WR,71,2014
Terrance Williams,DAL,WR,67,2014
Carlton Mitchell,DAL,WR,67,2014
Dez Bryant,DAL,WR,92,2014
Anthony Armstrong,DAL,WR,67,2014
Danny Coale,DAL,WR,63,2014
Cole Beasley,DAL,WR,65,2014
Miles Austin,DAL,WR,84,2014
Josh Samuda,MIA,C,65,2014
Mike Pouncey,MIA,C,89,2014
Julian Posey,MIA,CB,62,2014
Nolan Carroll,MIA,CB,72,2014
R.J. Stanford,MIA,CB,64,2014
Jamar Taylor,MIA,CB,76,2014
Will Davis,MIA,CB,68,2014
De'Andre Presley,MIA,CB,57,2014
Richard Marshall,MIA,CB,79,2014
Dimitri Patterson,MIA,CB,70,2014
Brent Grimes,MIA,CB,89,2014
Paul Soliai,MIA,DT,85,2014
Vaughn Martin,MIA,DT,79,2014
Chas Alecxih,MIA,DT,60,2014
Randy Starks,MIA,DT,88,2014
Kheeston Randall,MIA,DT,64,2014
Charles Clay,MIA,FB,77,2014
Jorvorskie Lane,MIA,FB,77,2014
Chris Clemons,MIA,FS,79,2014
Kelcie McCray,MIA,FS,62,2014
Jimmy Wilson,MIA,FS,68,2014
Lamar Miller,MIA,HB,75,2014
Daniel Thomas,MIA,HB,74,2014
Mike Gillislee,MIA,HB,70,2014
Marcus Thigpen,MIA,HB,68,2014
Caleb Sturgis,MIA,K,71,2014
Dan Carpenter,MIA,K,78,2014
Cameron Wake,MIA,LE,97,2014
Derrick Shelby,MIA,LE,66,2014
Jared Odrick,MIA,LE,79,2014
Dallas Thomas,MIA,LG,74,2014
Richie Incognito,MIA,LG,83,2014
Jason Trusnik,MIA,LOLB,73,2014
Koa Misi,MIA,LOLB,82,2014
Jonathan Martin,MIA,LT,68,2014
Will Yeatman,MIA,LT,67,2014
Andrew McDonald,MIA,LT,66,2014
Jelani Jenkins,MIA,MLB,66,2014
Dannell Ellerbe,MIA,MLB,84,2014
Austin Spitler,MIA,MLB,66,2014
Brandon Fields,MIA,P,92,2014
Matt Moore,MIA,QB,75,2014
Pat Devlin,MIA,QB,65,2014
Aaron Corp,MIA,QB,62,2014
Ryan Tannehill,MIA,QB,81,2014
Olivier Vernon,MIA,RE,69,2014
Dion Jordan,MIA,RE,83,2014
John Jerry,MIA,RG,75,2014
Lance Louis,MIA,RG,75,2014
Josh Kaddu,MIA,ROLB,61,2014
Jonathan Freeny,MIA,ROLB,62,2014
Philip Wheeler,MIA,ROLB,87,2014
Nate Garner,MIA,RT,76,2014
Jeff Adams,MIA,RT,64,2014
Tyson Clabo,MIA,RT,89,2014
Don Jones,MIA,SS,63,2014
Reshad Jones,MIA,SS,92,2014
Dion Sims,MIA,TE,70,2014
Michael Egnew,MIA,TE,70,2014
Evan Rodriguez,MIA,TE,73,2014
Kyle Miller,MIA,TE,63,2014
Dustin Keller,MIA,TE,84,2014
John Denney,MIA,TE,48,2014
Brian Tyms,MIA,WR,57,2014
Brian Hartline,MIA,WR,81,2014
Mike Wallace,MIA,WR,87,2014
Brandon Gibson,MIA,WR,79,2014
Rishard Matthews,MIA,WR,65,2014
Joe Hastings,MIA,WR,62,2014
Jeff Fuller,MIA,WR,63,2014
Marvin McNutt,MIA,WR,64,2014
Armon Binns,MIA,WR,67,2014
Jason Kelce,PHI,C,79,2014
Matt Tennant,PHI,C,65,2014
Dallas Reynolds,PHI,C,68,2014
Trevard Lindley,PHI,CB,63,2014
Curtis Marsh,PHI,CB,67,2014
Bradley Fletcher,PHI,CB,82,2014
Brandon Hughes,PHI,CB,69,2014
Brandon Boykin,PHI,CB,72,2014
Jordan Poyer,PHI,CB,68,2014
Cary Williams,PHI,CB,83,2014
Antonio Dixon,PHI,DT,70,2014
Isaac Sopoaga,PHI,DT,80,2014
Bennie Logan,PHI,DT,69,2014
Emil Igwenagu,PHI,FB,62,2014
James Casey,PHI,FB,82,2014
David Sims,PHI,FS,63,2014
Kurt Coleman,PHI,FS,70,2014
Kenny Phillips,PHI,FS,85,2014
Felix Jones,PHI,HB,76,2014
Chris Polk,PHI,HB,67,2014
LeSean McCoy,PHI,HB,93,2014
Bryce Brown,PHI,HB,77,2014
Alex Henery,PHI,K,80,2014
Cedric Thornton,PHI,LE,71,2014
Clifton Geathers,PHI,LE,66,2014
Danny Watkins,PHI,LG,73,2014
Evan Mathis,PHI,LG,98,2014
Allen Barbre,PHI,LG,69,2014
Connor Barwin,PHI,LOLB,83,2014
Joe Kruger,PHI,LOLB,66,2014
Brandon Graham,PHI,LOLB,76,2014
Ed Wang,PHI,LT,67,2014
Matt Kopa,PHI,LT,58,2014
Jason Peters,PHI,LT,88,2014
Jason Phillips,PHI,MLB,70,2014
DeMeco Ryans,PHI,MLB,85,2014
Emmanuel Acho,PHI,MLB,65,2014
Jamar Chaney,PHI,MLB,70,2014
Casey Matthews,PHI,MLB,62,2014
Mychal Kendricks,PHI,MLB,72,2014
Donnie Jones,PHI,P,91,2014
Michael Vick,PHI,QB,81,2014
G.J. Kinne,PHI,QB,63,2014
Nick Foles,PHI,QB,75,2014
Matt Barkley,PHI,QB,73,2014
Dennis Dixon,PHI,QB,68,2014
Fletcher Cox,PHI,RE,79,2014
Vinny Curry,PHI,RE,70,2014
Julian Vandervelde,PHI,RG,64,2014
Todd Herremans,PHI,RG,87,2014
Trent Cole,PHI,ROLB,84,2014
Phillip Hunt,PHI,ROLB,65,2014
Dennis Kelly,PHI,RT,70,2014
Nate Menkin,PHI,RT,65,2014
Lane Johnson,PHI,RT,79,2014
Nate Allen,PHI,SS,69,2014
Colt Anderson,PHI,SS,70,2014
Earl Wolff,PHI,SS,71,2014
Patrick Chung,PHI,SS,82,2014
Brent Celek,PHI,TE,85,2014
Derek Carrier,PHI,TE,62,2014
Jon Dorenbos,PHI,TE,45,2014
Clay Harbor,PHI,TE,74,2014
Zach Ertz,PHI,TE,75,2014
Arrelious Benn,PHI,WR,73,2014
Riley Cooper,PHI,WR,70,2014
Greg Salas,PHI,WR,65,2014
B.J. Cunningham,PHI,WR,64,2014
Damaris Johnson,PHI,WR,67,2014
Jason Avant,PHI,WR,79,2014
Jeremy Maclin,PHI,WR,83,2014
DeSean Jackson,PHI,WR,85,2014
Nick Miller,PHI,WR,56,2014
Peter Konz,ATL,C,72,2014
Joe Hawley,ATL,C,70,2014
Robert McClain,ATL,CB,73,2014
Dominique Franks,ATL,CB,72,2014
Desmond Trufant,ATL,CB,77,2014
Robert Alford,ATL,CB,72,2014
Terrence Johnson,ATL,CB,63,2014
Peyton Thompson,ATL,CB,63,2014
Asante Samuel,ATL,CB,89,2014
Micanor Regis,ATL,DT,63,2014
Travian Robertson,ATL,DT,66,2014
Peria Jerry,ATL,DT,77,2014
Jonathan Babineaux,ATL,DT,85,2014
Corey Peters,ATL,DT,74,2014
Bradie Ewing,ATL,FB,65,2014
Patrick DiMarco,ATL,FB,76,2014
Charles Mitchell,ATL,FS,69,2014
Kemal Ishmael,ATL,FS,68,2014
Thomas DeCoud,ATL,FS,84,2014
Steven Jackson,ATL,HB,89,2014
Antone Smith,ATL,HB,65,2014
Jason Snelling,ATL,HB,74,2014
Josh Vaughan,ATL,HB,64,2014
Jacquizz Rodgers,ATL,HB,81,2014
Matt Bryant,ATL,K,87,2014
Malliciah Goodman,ATL,LE,67,2014
Cliff Matthews,ATL,LE,68,2014
Kroy Biermann,ATL,LE,74,2014
Jacques McClendon,ATL,LG,71,2014
Justin Blalock,ATL,LG,82,2014
Stephen Nicholas,ATL,LOLB,78,2014
Nick Clancy,ATL,LOLB,61,2014
Alec Savoie,ATL,LT,59,2014
Sam Baker,ATL,LT,80,2014
Brian Banks,ATL,MLB,57,2014
Pat Schiller,ATL,MLB,60,2014
Akeem Dent,ATL,MLB,77,2014
Matt Bosher,ATL,P,81,2014
Dominique Davis,ATL,QB,68,2014
Sean Renfree,ATL,QB,70,2014
Matt Ryan,ATL,QB,94,2014
Jonathan Massaquoi,ATL,RE,65,2014
Stansly Maponga,ATL,RE,64,2014
Osi Umenyiora,ATL,RE,84,2014
Harland Gunn,ATL,RG,62,2014
Phillipkeith Manley,ATL,RG,64,2014
Garrett Reynolds,ATL,RG,74,2014
Sean Weatherspoon,ATL,ROLB,83,2014
Robert James,ATL,ROLB,67,2014
Mike Johnson,ATL,RT,68,2014
Lamar Holmes,ATL,RT,72,2014
Zeke Motta,ATL,SS,71,2014
William Moore,ATL,SS,87,2014
Shann Schillinger,ATL,SS,67,2014
Levine Toilolo,ATL,TE,65,2014
Tony Gonzalez,ATL,TE,95,2014
Tommy Gallarda,ATL,TE,64,2014
Chase Coffman,ATL,TE,68,2014
Josh Harris,ATL,TE,57,2014
James Rodgers,ATL,WR,61,2014
Roddy White,ATL,WR,93,2014
Drew Davis,ATL,WR,66,2014
Kevin Cone,ATL,WR,63,2014
Julio Jones,ATL,WR,92,2014
Tim Toone,ATL,WR,59,2014
Harry Douglas,ATL,WR,76,2014
Daniel Kilgore,SF,C,64,2014
Jonathan Goodwin,SF,C,85,2014
Nnamdi Asomugha,SF,CB,83,2014
Carlos Rogers,SF,CB,90,2014
Tarell Brown,SF,CB,88,2014
Chris Culliver,SF,CB,78,2014
Tramaine Brock,SF,CB,75,2014
Perrish Cox,SF,CB,71,2014
Ian Williams,SF,DT,73,2014
Quinton Dial,SF,DT,64,2014
Lamar Divens,SF,DT,67,2014
Bruce Miller,SF,FB,88,2014
Will Tukuafu,SF,FB,65,2014
Eric Reid,SF,FS,76,2014
Craig Dahl,SF,FS,74,2014
C.J. Spillman,SF,FS,69,2014
Frank Gore,SF,HB,93,2014
Jewel Hampton,SF,HB,65,2014
Marcus Lattimore,SF,HB,70,2014
D.J. Harper,SF,HB,64,2014
Anthony Dixon,SF,HB,68,2014
Kendall Hunter,SF,HB,79,2014
LaMichael James,SF,HB,74,2014
Phil Dawson,SF,K,89,2014
Tank Carradine,SF,LE,75,2014
Tony Jerod-Eddie,SF,LE,63,2014
Ray McDonald,SF,LE,89,2014
Mike Iupati,SF,LG,95,2014
Joe Looney,SF,LG,63,2014
Parys Haralson,SF,LOLB,82,2014
Ahmad Brooks,SF,LOLB,89,2014
Darius Fleming,SF,LOLB,66,2014
Kenny Wiggins,SF,LT,56,2014
Joe Staley,SF,LT,96,2014
Patrick Willis,SF,MLB,97,2014
Michael Wilhoite,SF,MLB,62,2014
Nathan Stupar,SF,MLB,60,2014
Dan Skuta,SF,MLB,68,2014
NaVorro Bowman,SF,MLB,93,2014
Andy Lee,SF,P,95,2014
B.J. Daniels,SF,QB,63,2014
Colin Kaepernick,SF,QB,89,2014
Colt McCoy,SF,QB,73,2014
Scott Tolzien,SF,QB,65,2014
Justin Smith,SF,RE,94,2014
Glenn Dorsey,SF,RE,82,2014
Adam Snyder,SF,RG,73,2014
Alex Boone,SF,RG,89,2014
Nick Moody,SF,ROLB,65,2014
Aldon Smith,SF,ROLB,95,2014
Cam Johnson,SF,ROLB,65,2014
Corey Lemonier,SF,ROLB,68,2014
Anthony Davis,SF,RT,90,2014
Al Netter,SF,RT,71,2014
Trenton Robinson,SF,SS,69,2014
Darcel McBath,SF,SS,72,2014
Donte Whitner,SF,SS,86,2014
Vernon Davis,SF,TE,94,2014
Garrett Celek,SF,TE,67,2014
Vance McDonald,SF,TE,71,2014
Demarcus Dobbs,SF,TE,61,2014
Brian Jennings,SF,TE,64,2014
Mario Manningham,SF,WR,81,2014
A.J. Jenkins,SF,WR,71,2014
Ricardo Lockette,SF,WR,65,2014
Quinton Patton,SF,WR,69,2014
Chad Hall,SF,WR,65,2014
Marlon Moore,SF,WR,66,2014
Kyle Williams,SF,WR,72,2014
Anquan Boldin,SF,WR,88,2014
Kassim Osgood,SF,WR,67,2014
Michael Crabtree,SF,WR,90,2014
David Baas,NYG,C,78,2014
Jim Cordle,NYG,C,66,2014
Prince Amukamara,NYG,CB,80,2014
Corey Webster,NYG,CB,81,2014
Aaron Ross,NYG,CB,76,2014
Trumaine McBride,NYG,CB,70,2014
Laron Scott,NYG,CB,60,2014
Jayron Hosley,NYG,CB,72,2014
Terrence Frederick,NYG,CB,63,2014
Terrell Thomas,NYG,CB,77,2014
Frank Okam,NYG,DT,66,2014
Markus Kuhn,NYG,DT,64,2014
Shaun Rogers,NYG,DT,75,2014
Mike Patterson,NYG,DT,75,2014
Cullen Jenkins,NYG,DT,83,2014
Marvin Austin,NYG,DT,71,2014
Linval Joseph,NYG,DT,84,2014
Johnathan Hankins,NYG,DT,70,2014
Henry Hynoski,NYG,FB,85,2014
Will Hill,NYG,FS,67,2014
Antrel Rolle,NYG,FS,83,2014
Andre Brown,NYG,HB,76,2014
Michael Cox,NYG,HB,64,2014
David Wilson,NYG,HB,78,2014
Da'Rel Scott,NYG,HB,69,2014
Ryan Torain,NYG,HB,71,2014
Josh Brown,NYG,K,82,2014
David Buehler,NYG,K,67,2014
Justin Tuck,NYG,LE,87,2014
Mathias Kiwanuka,NYG,LE,83,2014
Adrian Tracy,NYG,LE,68,2014
Chris DeGeare,NYG,LG,70,2014
Selvish Capers,NYG,LG,71,2014
Kevin Boothe,NYG,LG,82,2014
Aaron Curry,NYG,LOLB,76,2014
Keith Rivers,NYG,LOLB,77,2014
Will Beatty,NYG,LT,90,2014
David Diehl,NYG,LT,75,2014
Matthew McCants,NYG,LT,62,2014
Mark Herzlich,NYG,MLB,66,2014
Dan Connor,NYG,MLB,76,2014
Steve Weatherford,NYG,P,81,2014
Eli Manning,NYG,QB,91,2014
David Carr,NYG,QB,74,2014
Ryan Nassib,NYG,QB,72,2014
Damontre Moore,NYG,RE,69,2014
Jason Pierre-Paul,NYG,RE,94,2014
Justin Trattou,NYG,RE,64,2014
Adewale Ojomo,NYG,RE,63,2014
Chris Snee,NYG,RG,90,2014
Brandon Mosley,NYG,RG,67,2014
Bryant Browning,NYG,RG,63,2014
Michael Jasper,NYG,RG,62,2014
Spencer Paysinger,NYG,ROLB,66,2014
Jacquian Williams,NYG,ROLB,76,2014
James Brewer,NYG,RT,76,2014
Justin Pugh,NYG,RT,77,2014
Stevie Brown,NYG,SS,83,2014
David Caldwell,NYG,SS,71,2014
Tyler Sash,NYG,SS,63,2014
Cooper Taylor,NYG,SS,68,2014
Ryan Mundy,NYG,SS,74,2014
Brandon Myers,NYG,TE,81,2014
Adrien Robinson,NYG,TE,69,2014
Zak DeOssie,NYG,TE,50,2014
Bear Pascoe,NYG,TE,73,2014
Louis Murphy,NYG,WR,73,2014
Hakeem Nicks,NYG,WR,89,2014
LARes Barden,NYG,WR,72,2014
Jerrel Jernigan,NYG,WR,66,2014
Kris Adams,NYG,WR,64,2014
Rueben Randle,NYG,WR,76,2014
Victor Cruz,NYG,WR,90,2014
Jeremy Horne,NYG,WR,64,2014
Dan Gerberry,JAX,C,62,2014
Brad Meester,JAX,C,78,2014
Mike Brewster,JAX,C,66,2014
Kevin Rutland,JAX,CB,67,2014
Alan Ball,JAX,CB,71,2014
Mike Harris,JAX,CB,68,2014
Dwayne Gratz,JAX,CB,71,2014
Marcus Trufant,JAX,CB,81,2014
Demetrius McCray,JAX,CB,69,2014
Jeremy Harris,JAX,CB,63,2014
Roy Miller,JAX,DT,75,2014
Sen'Derrick Marks,JAX,DT,77,2014
Brandon Deaderick,JAX,DT,73,2014
Kyle Love,JAX,DT,75,2014
D'Anthony Smith,JAX,DT,65,2014
Will Ta'ufo'ou,JAX,FB,70,2014
Lonnie Pryor,JAX,FB,67,2014
Josh Evans,JAX,FS,67,2014
Antwon Blake,JAX,FS,65,2014
Dwight Lowery,JAX,FS,81,2014
Justin Forsett,JAX,HB,77,2014
Jonathan Grimes,JAX,HB,66,2014
Maurice Jones-Drew,JAX,HB,91,2014
Denard Robinson,JAX,HB,67,2014
Jordan Todman,JAX,HB,66,2014
Josh Scobee,JAX,K,85,2014
Jeremy Mincey,JAX,LE,76,2014
Pannel Egboh,JAX,LE,70,2014
Tyson Alualu,JAX,LE,78,2014
Will Rackley,JAX,LG,72,2014
Austin Pasztor,JAX,LG,63,2014
Julian Stanford,JAX,LOLB,65,2014
Russell Allen,JAX,LOLB,81,2014
Mark Asper,JAX,LT,59,2014
Eugene Monroe,JAX,LT,89,2014
Paul Posluszny,JAX,MLB,83,2014
Michael Zimmer,JAX,MLB,58,2014
Bryan Anger,JAX,P,78,2014
Mike Kafka,JAX,QB,71,2014
Matt Scott,JAX,QB,64,2014
Jordan Rodgers,JAX,QB,64,2014
Blaine Gabbert,JAX,QB,74,2014
Chad Henne,JAX,QB,74,2014
Andre Branch,JAX,RE,71,2014
Ryan Davis,JAX,RE,64,2014
Jason Babin,JAX,RE,79,2014
Uche Nwaneri,JAX,RG,80,2014
Jason Spitz,JAX,RG,76,2014
Brandon Marshall,JAX,ROLB,65,2014
Geno Hayes,JAX,ROLB,74,2014
Cameron Bradfield,JAX,RT,75,2014
Luke Joeckel,JAX,RT,83,2014
Johnathan Cyprien,JAX,SS,76,2014
Chris Prosinski,JAX,SS,66,2014
Allen Reisner,JAX,TE,70,2014
Brett Brackett,JAX,TE,60,2014
Ryan Otten,JAX,TE,66,2014
Marcedes Lewis,JAX,TE,88,2014
Isaiah Stanback,JAX,TE,67,2014
Jeremy Cain,JAX,TE,45,2014
Mohamed Massaquoi,JAX,WR,74,2014
Toney Clemons,JAX,WR,61,2014
Tobais Palmer,JAX,WR,56,2014
Jordan Shipley,JAX,WR,73,2014
Taylor Price,JAX,WR,64,2014
Ace Sanders,JAX,WR,63,2014
Justin Blackmon,JAX,WR,81,2014
Cecil Shorts III,JAX,WR,83,2014
Caleb Schlauderaff,NYJ,C,66,2014
Nick Mangold,NYJ,C,94,2014
Antonio Cromartie,NYJ,CB,92,2014
Ellis Lankster,NYJ,CB,71,2014
Donnie Fletcher,NYJ,CB,59,2014
Isaiah Trufant,NYJ,CB,69,2014
Darrin Walls,NYJ,CB,64,2014
Dee Milliner,NYJ,CB,81,2014
Aaron Berry,NYJ,CB,70,2014
Kyle Wilson,NYJ,CB,78,2014
Kenrick Ellis,NYJ,DT,73,2014
Damon Harrison,NYJ,DT,66,2014
Lanier Coleman,NYJ,DT,60,2014
Tommy Bohanon,NYJ,FB,72,2014
Lex Hilliard,NYJ,FB,75,2014
Bret Lockett,NYJ,FS,66,2014
Antonio Allen,NYJ,FS,67,2014
Josh Bush,NYJ,FS,72,2014
Mike Goodson,NYJ,HB,77,2014
Joe McKnight,NYJ,HB,69,2014
Chris Ivory,NYJ,HB,80,2014
Bilal Powell,NYJ,HB,74,2014
Nick Folk,NYJ,K,76,2014
Tevita Finau,NYJ,LE,66,2014
Muhammad Wilkerson,NYJ,LE,94,2014
Brian Winters,NYJ,LG,72,2014
Dennis Landolt,NYJ,LG,64,2014
Willie Colon,NYJ,LG,80,2014
Calvin Pace,NYJ,LOLB,75,2014
Garrett McIntyre,NYJ,LOLB,67,2014
Quinton Coples,NYJ,LOLB,75,2014
Oday Aboushi,NYJ,LT,63,2014
D'Brickashaw Ferguson,NYJ,LT,91,2014
David Harris,NYJ,MLB,81,2014
Demario Davis,NYJ,MLB,71,2014
Josh Mauga,NYJ,MLB,67,2014
Nick Bellore,NYJ,MLB,65,2014
Robert Malone,NYJ,P,71,2014
Greg McElroy,NYJ,QB,72,2014
Geno Smith,NYJ,QB,73,2014
Matt Simms,NYJ,QB,61,2014
Mark Sanchez,NYJ,QB,73,2014
Antonio Garay,NYJ,RE,76,2014
Sheldon Richardson,NYJ,RE,79,2014
Vladimir Ducasse,NYJ,RG,71,2014
Stephen Peterman,NYJ,RG,79,2014
William Campbell,NYJ,RG,64,2014
Antwan Barnes,NYJ,ROLB,77,2014
Ricky Sapp,NYJ,ROLB,65,2014
Jacquies Smith,NYJ,ROLB,56,2014
Austin Howard,NYJ,RT,80,2014
Mark Popek,NYJ,RT,65,2014
Dawan Landry,NYJ,SS,79,2014
Jaiquawn Jarrett,NYJ,SS,71,2014
Konrad Reuland,NYJ,TE,69,2014
Jeff Cumberland,NYJ,TE,76,2014
Tanner Purdum,NYJ,TE,54,2014
Kellen Winslow,NYJ,TE,79,2014
Hayden Smith,NYJ,TE,67,2014
Thomas Mayo,NYJ,WR,60,2014
Titus Ryan,NYJ,WR,54,2014
Ben Obomanu,NYJ,WR,73,2014
Santonio Holmes,NYJ,WR,84,2014
Vidal Hazelton,NYJ,WR,57,2014
Stephen Hill,NYJ,WR,74,2014
Jordan White,NYJ,WR,63,2014
Jeremy Kerley,NYJ,WR,73,2014
Clyde Gates,NYJ,WR,68,2014
Dylan Gandy,DET,C,71,2014
Dominic Raiola,DET,C,83,2014
DeQuan Menzie,DET,CB,64,2014
Chris Greenwood,DET,CB,66,2014
Jonte Green,DET,CB,70,2014
Bill Bentley,DET,CB,72,2014
Ron Bartell,DET,CB,75,2014
Chris Houston,DET,CB,85,2014
Ross Weaver,DET,CB,61,2014
Domonique Johnson,DET,CB,64,2014
Darius Slay,DET,CB,71,2014
Ndamukong Suh,DET,DT,93,2014
Jimmy Saddler-McQueen,DET,DT,62,2014
Nick Fairley,DET,DT,90,2014
C.J. Mosley,DET,DT,75,2014
Ogemdi Nwagbuo,DET,DT,70,2014
Shaun Chapas,DET,FB,71,2014
Amari Spievey,DET,FS,76,2014
Glover Quin,DET,FS,83,2014
Tyrell Johnson,DET,FS,71,2014
Montell Owens,DET,HB,74,2014
Reggie Bush,DET,HB,83,2014
Theo Riddick,DET,HB,66,2014
Mikel Leshoure,DET,HB,79,2014
Joique Bell,DET,HB,76,2014
Jahvid Best,DET,HB,71,2014
David Akers,DET,K,81,2014
Willie Young,DET,LE,74,2014
Israel Idonije,DET,LE,81,2014
Jason Jones,DET,LE,81,2014
Rob Sims,DET,LG,89,2014
Rodney Austin,DET,LG,69,2014
Derek Hardman,DET,LG,68,2014
Cory Greenwood,DET,LOLB,69,2014
Tahir Whitehead,DET,LOLB,66,2014
Ashlee Palmer,DET,LOLB,74,2014
Riley Reiff,DET,LT,77,2014
Stephen Tulloch,DET,MLB,88,2014
Travis Lewis,DET,MLB,66,2014
Sam Martin,DET,P,63,2014
Shaun Hill,DET,QB,76,2014
Matthew Stafford,DET,QB,85,2014
Kellen Moore,DET,QB,68,2014
Ronnell Lewis,DET,RE,69,2014
Ezekiel Ansah,DET,RE,78,2014
Devin Taylor,DET,RE,66,2014
Larry Warford,DET,RG,72,2014
Bill Nagy,DET,RG,71,2014
Carmen Messina,DET,ROLB,70,2014
DeAndre Levy,DET,ROLB,79,2014
Corey Hilliard,DET,RT,75,2014
Jason Fox,DET,RT,69,2014
Ricardo Silva,DET,SS,66,2014
John Wendling,DET,SS,70,2014
Don Carey,DET,SS,76,2014
Louis Delmas,DET,SS,84,2014
Brandon Pettigrew,DET,TE,79,2014
Tony Scheffler,DET,TE,78,2014
Michael Williams,DET,TE,70,2014
Matt Veldman,DET,TE,63,2014
Joseph Fauria,DET,TE,65,2014
Nathan Overbay,DET,TE,65,2014
Don Muhlbach,DET,TE,58,2014
Chastin West,DET,WR,67,2014
Terrence Austin,DET,WR,60,2014
Corey Fuller,DET,WR,63,2014
Ryan Broyles,DET,WR,73,2014
Patrick Edwards,DET,WR,56,2014
Kris Durham,DET,WR,65,2014
Nate Burleson,DET,WR,76,2014
Calvin Johnson Jr.,DET,WR,99,2014
Mike Thomas,DET,WR,73,2014
Devin Thomas,DET,WR,66,2014
Evan Dietrich-Smith,GB,C,75,2014
Garth Gerhart,GB,C,66,2014
Brett Goode,GB,C,63,2014
Sam Shields,GB,CB,84,2014
Davon House,GB,CB,74,2014
Tramon Williams,GB,CB,86,2014
Jarrett Bush,GB,CB,73,2014
Micah Hyde,GB,CB,67,2014
Casey Hayward,GB,CB,86,2014
Jordan Miller,GB,DT,68,2014
Ryan Pickett,GB,DT,86,2014
Johnny Jolly,GB,DT,74,2014
John Kuhn,GB,FB,88,2014
Jerron McMillian,GB,FS,71,2014
Morgan Burnett,GB,FS,85,2014
Alex Green,GB,HB,71,2014
James Starks,GB,HB,72,2014
Eddie Lacy,GB,HB,76,2014
Johnathan Franklin,GB,HB,73,2014
DuJuan Harris,GB,HB,72,2014
Mason Crosby,GB,K,73,2014
B.J. Raji,GB,LE,83,2014
Mike Daniels,GB,LE,71,2014
Mike Neal,GB,LE,74,2014
Greg Van Roten,GB,LG,64,2014
Josh Sitton,GB,LG,96,2014
Nate Palmer,GB,LOLB,63,2014
Nick Perry,GB,LOLB,76,2014
Andrew Datko,GB,LT,62,2014
David Bakhtiari,GB,LT,66,2014
Bryan Bulaga,GB,LT,82,2014
Robert Francois,GB,MLB,65,2014
Jamari Lattimore,GB,MLB,56,2014
Sam Barrington,GB,MLB,61,2014
Terrell Manning,GB,MLB,64,2014
A.J. Hawk,GB,MLB,84,2014
Brad Jones,GB,MLB,78,2014
Tim Masthay,GB,P,78,2014
B.J. Coleman,GB,QB,63,2014
Graham Harrell,GB,QB,66,2014
Aaron Rodgers,GB,QB,98,2014
Josh Boyd,GB,RE,63,2014
Jerel Worthy,GB,RE,70,2014
C.J. Wilson,GB,RE,72,2014
Datone Jones,GB,RE,74,2014
Kevin Hughes,GB,RG,65,2014
J.C. Tretter,GB,RG,69,2014
T.J. Lang,GB,RG,85,2014
Clay Matthews,GB,ROLB,95,2014
Dezman Moses,GB,ROLB,65,2014
Don Barclay,GB,RT,72,2014
Derek Sherrod,GB,RT,75,2014
Marshall Newhouse,GB,RT,75,2014
M.D. Jennings,GB,SS,76,2014
Sean Richardson,GB,SS,65,2014
Ryan Taylor,GB,TE,67,2014
D.J. Williams,GB,TE,74,2014
Andrew Quarless,GB,TE,75,2014
Matthew Mulligan,GB,TE,72,2014
Jermichael Finley,GB,TE,85,2014
Jordy Nelson,GB,WR,89,2014
Randall Cobb,GB,WR,88,2014
Jeremy Ross,GB,WR,64,2014
Jarrett Boykin,GB,WR,67,2014
Charles Johnson,GB,WR,65,2014
Kevin Dorsey,GB,WR,63,2014
James Jones,GB,WR,87,2014
Ryan Kalil,CAR,C,85,2014
Jeff Byers,CAR,C,67,2014
James Dockery,CAR,CB,69,2014
Josh Thomas,CAR,CB,69,2014
Captain Munnerlyn,CAR,CB,76,2014
D.J. Moore,CAR,CB,72,2014
Drayton Florence,CAR,CB,70,2014
Josh Norman,CAR,CB,74,2014
