firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Trent,McDuffie,Kansas City Chiefs,CB,Washington,24,94,9/13/00,71,193,1,22,3,Manto Man - CB,94,0,94,0,91,0,91,0,61,0,95,0,63,0,55,0,15,0,53,0,59,0,52,0,69,0,91,0,11,0,38,0,67,0,46,0,91,0,73,0,21,0,22,0,68,0,15,0,95,0,16,0,94,0,33,0,34,0,33,0,6,0,97,0,29,0,88,0,83,0,17,0,34,0,34,0,33,0,Short Stride Loose,0,26,0,61,0,92,0,66,0,23,0,68,0,6,0,6,0,6,0,6,0,27,0,10,0,86,0,26,0,92,0
A.J.,Brown,Philadelphia Eagles,WR,Ole Miss,28,93,6/30/97,73,226,1,11,6,Physical - WR,92,0,86,0,95,0,92,0,79,0,89,0,92,0,26,0,40,0,87,0,73,0,96,0,97,0,88,0,86,0,10,0,17,0,53,0,86,0,90,0,16,0,17,0,72,0,33,0,18,0,91,0,93,0,41,0,19,0,24,0,16,0,15,0,10,0,16,0,33,0,93,0,57,0,31,0,37,0,Default Stride Loose,0,93,0,96,0,91,0,82,0,87,0,23,0,25,0,29,0,34,0,40,0,41,0,30,0,90,0,77,0,27,0
Aidan,Hutchinson,Detroit Lions,LE,Michigan,25,93,8/9/00,78,265,0,97,3,Smaller Speed Rusher - DE,89,0,85,0,85,0,87,0,87,0,96,0,46,0,82,0,12,0,33,0,59,0,56,0,64,0,70,0,38,0,96,0,85,0,89,0,91,0,52,0,12,0,14,0,10,0,30,0,43,0,44,0,93,0,45,0,45,0,45,0,6,0,94,0,89,0,31,0,95,0,52,0,45,0,45,0,45,0,Long Stride Default,0,50,0,62,0,82,0,46,0,50,0,88,0,6,0,8,0,10,0,6,0,24,0,18,0,92,0,48,0,53,0
Derek,Stingley Jr,Houston Texans,CB,LSU,24,93,6/20/01,72,190,1,24,3,Zone - CB,93,0,94,0,93,0,96,0,63,0,95,0,78,0,49,0,25,0,65,0,63,0,71,0,83,0,92,0,30,0,44,0,69,0,47,0,87,0,84,0,19,0,20,0,72,0,18,0,93,0,35,0,93,0,25,0,34,0,33,0,10,0,95,0,36,0,84,0,75,0,44,0,25,0,34,0,33,0,Default Stride Loose,0,45,0,80,0,93,0,74,0,40,0,60,0,18,0,21,0,26,0,22,0,36,0,12,0,75,0,45,0,95,0
Derwin,James Jr,Los Angeles Chargers,SS,Florida State,29,93,8/3/96,74,215,0,3,7,Run Support - S,91,0,88,0,93,0,95,0,80,0,93,0,73,0,66,0,24,0,59,0,72,0,56,0,78,0,86,0,17,0,67,0,92,0,73,0,89,0,77,0,15,0,19,0,78,0,20,0,84,0,22,0,93,0,35,0,35,0,35,0,15,0,92,0,69,0,83,0,91,0,24,0,35,0,35,0,35,0,Default Stride Loose,0,27,0,67,0,90,0,67,0,47,0,80,0,10,0,13,0,18,0,22,0,34,0,10,0,91,0,46,0,84,0
Joe,Thuney,Chicago Bears,LG,N.C. State,32,93,11/18/92,77,304,1,62,9,Pass Protector - G,76,0,68,0,71,0,93,0,88,0,96,0,18,0,33,0,12,0,8,0,33,0,15,0,26,0,57,0,5,0,10,0,48,0,90,0,97,0,14,0,11,0,11,0,10,0,79,0,12,0,5,0,93,0,92,0,92,0,92,0,6,0,10,0,10,0,10,0,35,0,15,0,82,0,84,0,80,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,19,0,29,0,6,0,6,0,6,0,6,0,25,0,16,0,94,0,31,0,12,0
Mike,Evans,Tampa Bay Buccaneers,WR,Texas AM,32,93,8/21/93,77,231,1,13,11,Physical - WR,89,0,81,0,97,0,93,0,78,0,93,0,89,0,35,0,22,0,82,0,80,0,97,0,95,0,82,0,87,0,10,0,15,0,63,0,92,0,83,0,24,0,25,0,55,0,49,0,40,0,89,0,93,0,45,0,23,0,25,0,10,0,15,0,10,0,20,0,25,0,96,0,60,0,35,0,38,0,Default Stride Loose,0,88,0,97,0,92,0,75,0,84,0,39,0,15,0,20,0,25,0,15,0,35,0,20,0,94,0,72,0,27,0
Nnamdi,Madubuike,Baltimore Ravens,DT,Texas AM,27,93,11/17/97,75,293,1,92,5,,83,0,74,0,70,0,83,0,95,0,93,0,17,0,89,0,12,0,10,0,30,0,25,0,44,0,64,0,3,0,87,0,85,0,85,0,91,0,25,0,12,0,15,0,10,0,27,0,22,0,7,0,93,0,45,0,45,0,45,0,6,0,92,0,76,0,20,0,88,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,28,0,81,0,30,0,25,0,96,0,6,0,6,0,6,0,6,0,16,0,10,0,88,0,34,0,26,0
Rashawn,Slater,Los Angeles Chargers,LT,Northwestern,26,93,3/26/99,76,315,1,70,4,Pass Protector - OT,81,0,68,0,80,0,89,0,93,0,88,0,12,0,25,0,12,0,12,0,24,0,15,0,25,0,60,0,5,0,24,0,21,0,94,0,90,0,10,0,15,0,11,0,10,0,82,0,12,0,10,0,93,0,95,0,92,0,97,0,6,0,24,0,30,0,10,0,29,0,12,0,84,0,87,0,80,0,Default Stride Awkward,0,12,0,15,0,75,0,10,0,15,0,35,0,6,0,6,0,6,0,6,0,10,0,15,0,88,0,25,0,9,0
Travis,Kelce,Kansas City Chiefs,TE,Cincinnati,35,93,10/5/89,77,250,1,87,12,Vertical Threat - TE,84,0,85,0,89,0,96,0,79,0,96,0,88,0,40,0,40,0,75,0,72,0,90,0,95,0,75,0,71,0,20,0,15,0,70,0,97,0,78,0,32,0,35,0,6,0,59,0,12,0,79,0,93,0,64,0,61,0,62,0,29,0,15,0,20,0,10,0,42,0,78,0,65,0,63,0,62,0,Long Stride High and Tight,0,86,0,93,0,82,0,69,0,84,0,45,0,49,0,53,0,64,0,47,0,70,0,33,0,94,0,76,0,14,0
Vita,Vea,Tampa Bay Buccaneers,DT,Washington,30,93,2/5/95,76,347,1,50,7,,73,0,71,0,70,0,84,0,98,0,90,0,55,0,93,0,18,0,49,0,68,0,24,0,40,0,60,0,16,0,72,0,89,0,97,0,92,0,59,0,16,0,15,0,10,0,42,0,28,0,17,0,93,0,45,0,45,0,45,0,10,0,92,0,85,0,22,0,83,0,15,0,52,0,48,0,52,0,Long Stride Default,0,26,0,18,0,74,0,43,0,54,0,93,0,13,0,16,0,20,0,13,0,24,0,12,0,97,0,68,0,35,0
Xavier,McKinney,Green Bay Packers,SS,Alabama,26,93,8/9/99,72,201,1,29,5,Run Support - S,90,0,87,0,86,0,94,0,67,0,94,0,62,0,62,0,15,0,38,0,62,0,50,0,79,0,85,0,10,0,54,0,84,0,64,0,88,0,71,0,12,0,15,0,40,0,14,0,80,0,10,0,93,0,35,0,35,0,35,0,6,0,96,0,46,0,77,0,88,0,20,0,35,0,35,0,35,0,Default Stride Loose,0,10,0,72,0,88,0,62,0,47,0,83,0,6,0,6,0,6,0,6,0,25,0,10,0,91,0,37,0,90,0
Bijan,Robinson,Atlanta Falcons,HB,Texas,23,92,1/30/02,71,215,0,7,2,Elusive Back - HB,92,0,89,0,90,0,87,0,81,0,88,0,89,0,32,0,37,0,90,0,95,0,63,0,71,0,91,0,58,0,10,0,34,0,51,0,93,0,96,0,19,0,23,0,71,0,49,0,13,0,63,0,92,0,55,0,39,0,46,0,20,0,22,0,10,0,18,0,37,0,64,0,46,0,39,0,40,0,Default,0,71,0,58,0,91,0,93,0,82,0,36,0,23,0,31,0,36,0,30,0,37,0,22,0,90,0,84,0,15,0
Budda,Baker,Arizona Cardinals,SS,Washington,29,92,1/10/96,70,195,1,3,8,Run Support - S,91,0,90,0,86,0,96,0,72,0,93,0,76,0,62,0,27,0,57,0,72,0,71,0,75,0,89,0,36,0,49,0,89,0,68,0,91,0,81,0,20,0,20,0,66,0,23,0,81,0,41,0,92,0,35,0,35,0,35,0,15,0,92,0,40,0,77,0,92,0,47,0,35,0,35,0,35,0,Short Stride Loose,0,51,0,75,0,90,0,72,0,36,0,81,0,10,0,10,0,15,0,15,0,25,0,17,0,93,0,36,0,84,0
Christian,Darrisaw,Minnesota Vikings,LT,Virginia Tech,26,92,6/2/99,77,315,1,71,4,Pass Protector - OT,73,0,67,0,70,0,90,0,92,0,92,0,15,0,34,0,12,0,8,0,25,0,25,0,26,0,54,0,5,0,16,0,33,0,97,0,87,0,10,0,13,0,17,0,10,0,88,0,12,0,5,0,92,0,93,0,90,0,95,0,6,0,15,0,21,0,10,0,25,0,15,0,86,0,88,0,84,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,20,0,29,0,6,0,6,0,6,0,6,0,13,0,10,0,85,0,33,0,13,0
Jeffery,Simmons,Tennessee Titans,DT,Mississippi St.,28,92,7/28/97,76,305,1,98,6,,82,0,75,0,78,0,87,0,97,0,91,0,23,0,92,0,12,0,16,0,29,0,21,0,27,0,63,0,6,0,80,0,89,0,87,0,90,0,32,0,16,0,15,0,48,0,20,0,29,0,10,0,92,0,45,0,45,0,45,0,6,0,90,0,84,0,17,0,90,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,18,0,19,0,78,0,28,0,23,0,86,0,6,0,6,0,6,0,6,0,20,0,10,0,89,0,26,0,39,0
Marlon,Humphrey,Baltimore Ravens,CB,Alabama,29,92,7/8/96,72,205,1,44,8,Manto Man - CB,92,0,85,0,85,0,97,0,74,0,94,0,68,0,60,0,16,0,56,0,62,0,56,0,78,0,88,0,10,0,51,0,78,0,62,0,88,0,76,0,25,0,30,0,62,0,20,0,93,0,11,0,92,0,35,0,35,0,35,0,6,0,95,0,37,0,96,0,79,0,15,0,35,0,35,0,35,0,Short Stride Default,0,15,0,68,0,91,0,61,0,36,0,72,0,6,0,6,0,6,0,6,0,22,0,10,0,79,0,29,0,90,0
Minkah,Fitzpatrick,Miami Dolphins,FS,Alabama,28,92,11/17/96,73,207,0,29,7,Zone - S,92,0,91,0,90,0,93,0,64,0,91,0,81,0,60,0,18,0,58,0,66,0,59,0,79,0,86,0,18,0,50,0,85,0,63,0,94,0,79,0,13,0,15,0,68,0,18,0,82,0,23,0,92,0,35,0,35,0,35,0,6,0,92,0,38,0,77,0,85,0,29,0,35,0,35,0,35,0,Short Stride Loose,0,28,0,62,0,91,0,69,0,55,0,78,0,6,0,6,0,6,0,6,0,15,0,16,0,88,0,47,0,93,0
Quenton,Nelson,Indianapolis Colts,LG,Notre Dame,29,92,3/19/96,77,330,0,56,7,Agile - G,67,0,67,0,67,0,90,0,95,0,99,0,16,0,27,0,12,0,11,0,35,0,10,0,19,0,57,0,10,0,10,0,28,0,95,0,95,0,12,0,15,0,21,0,10,0,94,0,9,0,10,0,92,0,89,0,91,0,87,0,6,0,18,0,10,0,10,0,36,0,12,0,90,0,89,0,91,0,Long Stride Awkward,0,10,0,12,0,70,0,10,0,10,0,34,0,6,0,6,0,6,0,6,0,27,0,15,0,91,0,37,0,10,0
Trey,Hendrickson,Cincinnati Bengals,RE,FAU,30,92,12/5/94,76,270,1,91,8,Smaller Speed Rusher - DE,87,0,81,0,81,0,88,0,82,0,97,0,45,0,78,0,12,0,28,0,41,0,30,0,44,0,65,0,6,0,96,0,84,0,83,0,92,0,39,0,17,0,17,0,10,0,18,0,36,0,10,0,92,0,45,0,45,0,44,0,6,0,98,0,84,0,37,0,93,0,16,0,45,0,45,0,45,0,Long Stride High and Tight,0,17,0,27,0,84,0,28,0,42,0,86,0,6,0,6,0,6,0,6,0,23,0,14,0,84,0,43,0,41,0
Trey,McBride,Arizona Cardinals,TE,Colorado St.,25,92,11/22/99,76,246,1,85,3,Vertical Threat - TE,90,0,76,0,94,0,88,0,73,0,95,0,81,0,45,0,17,0,72,0,75,0,88,0,98,0,72,0,76,0,29,0,32,0,67,0,92,0,71,0,20,0,22,0,35,0,52,0,15,0,80,0,92,0,60,0,61,0,59,0,6,0,32,0,25,0,10,0,41,0,80,0,60,0,59,0,56,0,Long Stride Default,0,85,0,88,0,87,0,64,0,68,0,38,0,6,0,10,0,15,0,10,0,33,0,10,0,87,0,68,0,20,0
Antoine,Winfield Jr,Tampa Bay Buccaneers,FS,Minnesota,27,91,8/16/98,69,203,1,31,5,Run Support - S,92,0,88,0,89,0,94,0,59,0,94,0,82,0,63,0,21,0,72,0,67,0,71,0,77,0,86,0,15,0,57,0,86,0,64,0,88,0,83,0,20,0,20,0,83,0,18,0,80,0,20,0,91,0,35,0,35,0,35,0,6,0,95,0,46,0,68,0,90,0,33,0,35,0,35,0,35,0,Short Stride Default,0,30,0,73,0,90,0,73,0,53,0,77,0,6,0,6,0,6,0,6,0,35,0,13,0,87,0,52,0,87,0
Bobby,Wagner,Washington Commanders,MLB,Utah State,35,91,6/27/90,72,242,1,54,13,Run Stopper - MLB,84,0,80,0,89,0,94,0,78,0,97,0,48,0,82,0,12,0,23,0,61,0,15,0,75,0,70,0,5,0,65,0,92,0,91,0,97,0,42,0,20,0,20,0,10,0,28,0,58,0,5,0,91,0,45,0,45,0,45,0,6,0,96,0,73,0,42,0,93,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,48,0,84,0,24,0,53,0,98,0,6,0,6,0,6,0,6,0,25,0,10,0,74,0,41,0,65,0
Danielle,Hunter,Houston Texans,RE,LSU,30,91,10/29/94,77,263,1,55,10,Smaller Speed Rusher - DE,88,0,83,0,88,0,86,0,82,0,95,0,35,0,83,0,12,0,24,0,46,0,10,0,36,0,71,0,2,0,93,0,77,0,87,0,86,0,40,0,11,0,15,0,10,0,14,0,38,0,3,0,91,0,45,0,45,0,45,0,6,0,90,0,84,0,30,0,90,0,12,0,45,0,45,0,45,0,Default Stride Loose,0,10,0,12,0,88,0,55,0,28,0,87,0,6,0,6,0,6,0,6,0,15,0,12,0,81,0,44,0,50,0
Dion,Dawkins,Buffalo Bills,LT,Temple,31,91,4/26/94,77,320,1,73,8,Pass Protector - OT,71,0,70,0,66,0,91,0,92,0,97,0,17,0,27,0,12,0,8,0,28,0,10,0,41,0,52,0,10,0,10,0,40,0,91,0,95,0,22,0,22,0,24,0,10,0,90,0,12,0,14,0,91,0,91,0,89,0,93,0,6,0,13,0,10,0,10,0,24,0,19,0,84,0,82,0,87,0,Default Stride Awkward,0,25,0,12,0,75,0,11,0,27,0,31,0,6,0,6,0,6,0,6,0,23,0,14,0,86,0,33,0,15,0
Drake,London,Atlanta Falcons,WR,USC,24,91,7/24/01,76,213,0,5,3,Physical - WR,92,0,88,0,97,0,89,0,77,0,94,0,84,0,23,0,21,0,83,0,73,0,93,0,97,0,88,0,78,0,10,0,25,0,48,0,89,0,82,0,17,0,14,0,38,0,29,0,11,0,86,0,91,0,33,0,20,0,25,0,10,0,15,0,10,0,14,0,29,0,91,0,50,0,24,0,27,0,Long Stride Default,0,87,0,95,0,88,0,76,0,73,0,42,0,10,0,15,0,20,0,12,0,25,0,14,0,88,0,76,0,18,0
Jaire,Alexander,Baltimore Ravens,CB,Louisville,28,91,2/9/97,70,196,1,23,7,Manto Man - CB,93,0,92,0,85,0,93,0,60,0,88,0,71,0,53,0,22,0,64,0,62,0,56,0,78,0,94,0,13,0,36,0,66,0,57,0,86,0,85,0,13,0,22,0,81,0,13,0,95,0,15,0,91,0,35,0,35,0,35,0,6,0,87,0,24,0,91,0,76,0,14,0,35,0,35,0,35,0,Short Stride Loose,0,20,0,66,0,91,0,77,0,26,0,52,0,6,0,6,0,6,0,6,0,26,0,13,0,64,0,25,0,94,0
Joe,Mixon,Houston Texans,HB,Oklahoma,29,91,7/24/96,73,220,1,28,8,Elusive Back - HB,91,0,89,0,84,0,94,0,82,0,91,0,95,0,34,0,22,0,88,0,98,0,64,0,75,0,88,0,56,0,14,0,38,0,43,0,91,0,91,0,16,0,24,0,76,0,46,0,10,0,58,0,91,0,55,0,26,0,31,0,28,0,15,0,11,0,12,0,38,0,52,0,58,0,35,0,36,0,Default,0,65,0,72,0,92,0,81,0,88,0,37,0,29,0,33,0,38,0,36,0,46,0,17,0,91,0,85,0,20,0
Kevin,Zeitler,Tennessee Titans,RG,Wisconsin,35,91,3/8/90,76,339,1,70,13,Pass Protector - G,67,0,56,0,72,0,94,0,91,0,98,0,10,0,15,0,12,0,6,0,40,0,15,0,15,0,52,0,5,0,10,0,20,0,92,0,95,0,10,0,16,0,18,0,10,0,88,0,13,0,5,0,91,0,90,0,87,0,92,0,6,0,13,0,10,0,10,0,21,0,15,0,81,0,78,0,83,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,10,0,25,0,6,0,6,0,6,0,6,0,12,0,14,0,96,0,20,0,15,0
Mark,Andrews,Baltimore Ravens,TE,Oklahoma,29,91,9/6/95,77,247,1,89,7,Vertical Threat - TE,90,0,79,0,93,0,94,0,81,0,91,0,86,0,28,0,16,0,73,0,73,0,91,0,90,0,75,0,75,0,10,0,25,0,67,0,92,0,80,0,10,0,12,0,10,0,49,0,12,0,78,0,91,0,54,0,54,0,50,0,5,0,15,0,10,0,10,0,32,0,84,0,68,0,66,0,63,0,Long Stride Default,0,81,0,91,0,87,0,68,0,82,0,27,0,5,0,10,0,15,0,10,0,25,0,15,0,89,0,73,0,15,0
Quinnen,Williams,NY Jets,DT,Alabama,27,91,12/20/97,75,303,1,95,6,,83,0,79,0,75,0,81,0,92,0,92,0,26,0,91,0,12,0,16,0,39,0,22,0,34,0,62,0,5,0,80,0,85,0,91,0,91,0,29,0,17,0,17,0,9,0,39,0,18,0,8,0,91,0,44,0,45,0,44,0,6,0,91,0,87,0,14,0,88,0,15,0,45,0,45,0,46,0,Long Stride Loose,0,13,0,21,0,84,0,24,0,44,0,88,0,6,0,6,0,6,0,6,0,23,0,12,0,90,0,41,0,30,0
Brock,Bowers,Las Vegas Raiders,TE,Georgia,22,90,12/13/02,75,243,1,89,1,Vertical Threat - TE,91,0,86,0,84,0,92,0,75,0,92,0,83,0,46,0,12,0,74,0,74,0,85,0,96,0,82,0,72,0,31,0,51,0,66,0,91,0,77,0,16,0,23,0,35,0,58,0,23,0,77,0,90,0,57,0,57,0,53,0,6,0,18,0,29,0,26,0,55,0,77,0,61,0,60,0,55,0,Long Stride Default,0,83,0,88,0,89,0,67,0,74,0,49,0,6,0,10,0,15,0,10,0,36,0,15,0,94,0,74,0,29,0
Davante,Adams,Los Angeles Rams,WR,Fresno State,32,90,12/24/92,73,215,1,17,11,,89,0,94,0,95,0,97,0,63,0,92,0,94,0,52,0,22,0,85,0,76,0,91,0,88,0,94,0,91,0,10,0,15,0,45,0,97,0,90,0,30,0,25,0,45,0,25,0,18,0,92,0,90,0,38,0,17,0,13,0,6,0,26,0,10,0,25,0,43,0,94,0,48,0,12,0,20,0,Default Stride Loose,0,92,0,94,0,89,0,83,0,75,0,42,0,6,0,10,0,15,0,10,0,45,0,20,0,88,0,63,0,24,0
Demario,Davis,New Orleans Saints,MLB,Arkansas St.,36,90,1/11/89,74,248,1,56,13,Field General - MLB,87,0,78,0,86,0,96,0,85,0,96,0,20,0,77,0,12,0,25,0,62,0,15,0,63,0,72,0,5,0,64,0,90,0,89,0,98,0,25,0,20,0,26,0,10,0,24,0,68,0,5,0,90,0,45,0,45,0,45,0,6,0,95,0,57,0,40,0,92,0,12,0,45,0,45,0,45,0,Long Stride Default,0,15,0,15,0,88,0,15,0,45,0,91,0,6,0,6,0,6,0,6,0,25,0,16,0,93,0,45,0,76,0
Denzel,Ward,Cleveland Browns,CB,Ohio State,28,90,4/28/97,71,190,1,21,7,Manto Man - CB,94,0,94,0,92,0,92,0,61,0,89,0,66,0,50,0,18,0,60,0,66,0,48,0,78,0,95,0,20,0,33,0,72,0,51,0,88,0,80,0,13,0,18,0,67,0,17,0,92,0,26,0,90,0,35,0,35,0,35,0,6,0,88,0,26,0,86,0,72,0,26,0,35,0,35,0,35,0,Short Stride Loose,0,30,0,66,0,93,0,66,0,28,0,49,0,8,0,10,0,15,0,6,0,31,0,15,0,86,0,19,0,88,0
Jalen,Carter,Philadelphia Eagles,DT,Georgia,24,90,4/4/01,75,314,1,98,2,Power Rusher - DT,88,0,78,0,80,0,86,0,94,0,89,0,46,0,82,0,12,0,25,0,48,0,44,0,50,0,69,0,29,0,75,0,90,0,90,0,88,0,44,0,43,0,51,0,10,0,58,0,22,0,34,0,90,0,45,0,45,0,45,0,6,0,91,0,90,0,25,0,85,0,38,0,55,0,51,0,56,0,Default Stride Loose,0,37,0,40,0,82,0,40,0,48,0,86,0,6,0,6,0,6,0,6,0,21,0,17,0,89,0,51,0,28,0
Josh,Hines-Allen,Jacksonville Jaguars,RE,Kentucky,28,90,7/13/97,77,255,1,41,6,Smaller Speed Rusher - DE,88,0,84,0,92,0,88,0,83,0,95,0,53,0,81,0,12,0,37,0,67,0,61,0,74,0,73,0,36,0,90,0,82,0,88,0,92,0,55,0,17,0,15,0,20,0,12,0,52,0,40,0,90,0,45,0,45,0,45,0,6,0,93,0,83,0,58,0,90,0,44,0,45,0,45,0,45,0,Default Stride Loose,0,48,0,60,0,88,0,48,0,52,0,86,0,6,0,6,0,6,0,6,0,24,0,10,0,91,0,51,0,62,0
Josh,Jacobs,Green Bay Packers,HB,Alabama,27,90,2/11/98,70,220,1,8,6,Power Back - HB,90,0,86,0,84,0,92,0,83,0,92,0,93,0,28,0,39,0,95,0,87,0,53,0,72,0,83,0,41,0,10,0,25,0,54,0,93,0,91,0,10,0,15,0,77,0,38,0,22,0,55,0,90,0,59,0,36,0,40,0,19,0,20,0,10,0,20,0,36,0,51,0,39,0,27,0,33,0,Default,0,62,0,55,0,90,0,80,0,92,0,34,0,23,0,31,0,37,0,27,0,36,0,19,0,95,0,92,0,30,0
Kerby,Joseph,Detroit Lions,FS,Illinois,24,90,11/14/00,73,200,1,31,3,Zone - S,91,0,86,0,91,0,93,0,64,0,90,0,74,0,52,0,15,0,65,0,63,0,63,0,84,0,84,0,29,0,29,0,77,0,49,0,90,0,77,0,20,0,21,0,44,0,23,0,78,0,31,0,90,0,25,0,25,0,25,0,6,0,92,0,23,0,65,0,86,0,27,0,24,0,24,0,24,0,Default Stride Loose,0,33,0,70,0,88,0,65,0,42,0,78,0,6,0,6,0,6,0,6,0,25,0,9,0,70,0,50,0,91,0
Kyle,Hamilton,Baltimore Ravens,SS,Notre Dame,24,90,3/16/01,76,221,1,14,3,Run Support - S,91,0,87,0,91,0,91,0,72,0,88,0,70,0,68,0,35,0,57,0,68,0,68,0,78,0,79,0,32,0,68,0,88,0,67,0,89,0,73,0,21,0,22,0,35,0,34,0,85,0,34,0,90,0,35,0,35,0,35,0,15,0,91,0,52,0,88,0,94,0,44,0,35,0,35,0,35,0,Long Stride Default,0,37,0,72,0,88,0,65,0,55,0,77,0,20,0,24,0,28,0,33,0,36,0,20,0,87,0,55,0,82,0
Ronnie,Stanley,Baltimore Ravens,LT,Notre Dame,31,90,3/18/94,78,315,1,79,9,Pass Protector - OT,67,0,68,0,71,0,87,0,92,0,97,0,15,0,27,0,12,0,8,0,32,0,22,0,24,0,56,0,6,0,14,0,42,0,89,0,79,0,22,0,17,0,20,0,9,0,86,0,11,0,9,0,90,0,91,0,91,0,89,0,6,0,18,0,18,0,9,0,29,0,22,0,85,0,83,0,87,0,Default Stride Awkward,0,19,0,20,0,71,0,13,0,19,0,31,0,6,0,6,0,6,0,6,0,22,0,16,0,76,0,27,0,13,0
Trey,Smith,Kansas City Chiefs,RG,Tennessee,26,90,6/16/99,78,321,1,65,4,Power - G,75,0,69,0,76,0,90,0,95,0,88,0,10,0,25,0,12,0,5,0,32,0,10,0,24,0,53,0,5,0,10,0,31,0,96,0,92,0,10,0,22,0,24,0,10,0,95,0,10,0,5,0,90,0,79,0,73,0,85,0,6,0,10,0,28,0,10,0,24,0,12,0,92,0,94,0,90,0,Default Stride Awkward,0,10,0,12,0,71,0,10,0,25,0,32,0,6,0,6,0,6,0,6,0,25,0,14,0,92,0,31,0,11,0
Brian,Branch,Detroit Lions,SS,Alabama,23,89,10/22/01,72,190,1,32,2,Run Support - S,92,0,85,0,89,0,91,0,60,0,90,0,78,0,63,0,20,0,65,0,67,0,63,0,77,0,83,0,37,0,55,0,87,0,65,0,92,0,72,0,17,0,18,0,76,0,22,0,87,0,41,0,89,0,30,0,34,0,33,0,16,0,91,0,44,0,74,0,95,0,45,0,35,0,34,0,33,0,Default Stride Loose,0,46,0,66,0,88,0,65,0,42,0,73,0,16,0,21,0,25,0,15,0,27,0,15,0,91,0,45,0,88,0
David,Njoku,Cleveland Browns,TE,Miami,29,89,7/10/96,76,246,1,85,8,Vertical Threat - TE,89,0,82,0,95,0,88,0,72,0,89,0,87,0,42,0,12,0,80,0,77,0,87,0,88,0,73,0,73,0,10,0,15,0,65,0,87,0,79,0,19,0,15,0,40,0,50,0,26,0,76,0,89,0,65,0,58,0,63,0,6,0,13,0,10,0,10,0,37,0,82,0,63,0,63,0,57,0,Long Stride High and Tight,0,80,0,87,0,86,0,74,0,80,0,36,0,6,0,10,0,15,0,10,0,13,0,10,0,78,0,72,0,23,0
